web-scraper-order,web-scraper-start-url,Departments,Departments-href,Majors,Majors-href,Description
"1700729166-19","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Mechanical Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/mechanical-engineering","Machines may not have taken over the world as imagined in some science fiction, but they are certainly a big part of life today.

Students of mechanical engineering learn about the machines that bring convenience and excitement to our lives. They study the physics that make roller coasters loop and planes fly. They learn about the properties of materials that can withstand the heat of the sun and the cold of outer space. And they discover the secrets behind control systems such as the cruise control in the family car.

As a mechanical engineering major, you’ll learn the science behind machines and the energy that makes them work. You’ll also apply what you learn by creating your own machines.

“I enjoy mechanical engineering because of the relation to 'real life.' Most things we work on are tangible, and most concepts can be seen in everyday life.”Suzanne, fifth-year in a B.S./M.S. program, mechanical engineering, University of Colorado, Boulder

Are You Ready To...?

Spend five years as an undergrad, if you’re like many majors trying to squeeze in course work and a co-op (internship)
	Take on a heavy course load
	Write lab reports and research papers
	Work on your own and in groups
	Master difficult scientific concepts
	Rely on your math skills
It Helps To Be...

A fan of science and math, a creative problem solver, and someone who likes to take things apart to find out how they work.

College Checklist

Is the program accredited by the Accreditation Board for Engineering and Technology?
	Does the department offer a combined program in which you can earn both your bachelor’s and master’s degrees?
	Will the department help you find a co-op or internship?
	Do faculty members offer research assistant positions to undergrads?
	Are the labs up-to-date?
Did You Know?

Mechanical engineers are working on the next generation of robots, including those with eyes that work like a person’s.

Course Spotlight

You might decide to spend one or two semesters working in a cooperative-education program. A co-op is a short-term job where you can gain practical experience -- and even earn a little money. You’ll have a chance to test what you’ve learned in your classes and try out a specialty that interests you. 

Mechanical engineering students in NASA’s co-op program have trained to be flight controllers, researched ways of protecting spacecraft electronics from vibration, and even tested different methods of hand washing on the International Space Station."
"1700729169-20","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Mathematics","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/mathematics","Most of us are comfortable using everyday math -- when we go shopping, for example. But higher level math, such as calculus, may seem mysterious, a completely unfamiliar language. As a math major, you’ll study this language and learn how to use it to describe the world. You’ll explore calculus, modern algebra, and other high-level math in the purest light.

If you love to solve math problems just to know the answer and enjoy using abstract concepts to discover whether something is true or false, this could be the major for you.

Math majors study quantities, forms, and symbolic logic in such subjects as algebra, geometry, calculus, logic, topology, and number theory.

“Like music, mathematics is the creative exploration of possibilities within rigidly prescribed rules and parameters.” David M. Bressoud, DeWitt Wallace Professor of Mathematics, Macalester College

Are You Ready To...?

Join a campus chapter of the Mathematical Association of America
	Exercise your skills in student competitions
	Write about an independent research project in a senior thesis (long term paper)
	Write papers that explore mathematical concepts
	Use numbers to explore patterns and processes
	Study subjects that grow increasingly abstract and complicated
	Use newly learned techniques to tackle unfamiliar problems
	Take lecture courses as well as computer labs
It Helps To Be...

Someone who welcomes puzzles and other intellectual challenges and who enjoys finding patterns in the world.

College Checklist

How does the department make use of computers?
	Are computer labs equipped with the latest?
	What kind of writing, statistics, and logic requirements will you have to meet?
	How often will you be able to take the higher-level courses you need? Are they offered every semester?
	Will you have opportunities to work with professors on their research?
	Does the department sponsor a club or activities related to math?
Did You Know?

A math degree will prepare you for a wealth of careers in fields ranging from finance to science.

Course Spotlight

In a class on modern geometry, you’ll study such subjects as circles, triangles, planes, quadrilaterals, similarity, and transformations. In fact, you’ll even investigate the very meaning of such basic concepts as distance, shape, and area."
"1700729171-21","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Marine Biology","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/marine-biology","Oceans cover two-thirds of the earth's surface. And while their surfaces often look smooth, the oceans are teeming with life. Oceans provide animal habitat all the way down to the ocean floor. Since oceans are, on average, over 2.5 miles deep, this means that they contain 99.5 percent of our planet's livable habitat. Within that vast space, the oceans are filled with a huge range of microscopic organisms, animals, and plant life.

If you major in marine biology, you’ll learn how this life thrives in the oceans. You’ll study such subjects as the chemical makeup of water, the ocean’s geology, marine mammals, fish, plants, and biological habitats.

Marine biology majors study the creatures that live in the oceans. They also look at the habitats and ecological environments in which these organisms live.

Did You Know?

Marine biology majors study more than just plants and animals. For instance, they also study hydrothermal vents (geysers) in the ocean floor.

Are You Ready To...?

Learn underwater photography
	Get your scuba certification
	Perhaps spend a semester at sea
	Do summer research off campus at a marine science research institute
	Complete an internship at an aquarium or natural history museum
	Write a senior thesis (long research paper) on, for example, coastal algae or sea slugs
	Do fieldwork to see marine life in its natural environment
	Study a lot of chemistry and physics as well as biology
It Helps To Be...

Open-minded and into water activities like diving. While many people start out in marine biology because of their interest in marine mammals such as whales, they end up studying much smaller creatures such as marine bacteria.

College Checklist

Which areas of marine biology, such as the open ocean or the coast, does the program emphasize? Do they match your interests?
	What kind of access will you have to the ocean where you can do fieldwork?
	What sort of independent research will you be able to do?
	What sorts of labs will you have access to as an undergrad?
Did You Know?

You’ll need to understand chemistry to see how the physical world of the oceans affects the organisms living in it.

Course Spotlight

As a marine biology major, you’ll most likely take a course in marine ecology. In this class, you’ll focus less on the details of individual organisms and more on their relationships with each other and with their habitats.

You might cover a wide range of topics or only certain habitats and organisms, such as the polar seas, coral reefs, sea turtles, and plankton. The class will probably include field trips to local saltwater environments, lab work, and papers."
"1700729173-22","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Information Science","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/information-science","Students of information science learn about computers, but they also study people. Most importantly, they explore the way people and computers come together.

If you major in information science, you’ll examine the many challenges we face when it comes to technology: How can we build websites that are easy to use? How can we use computers to open new worlds to children without endangering them? How can we bridge the “digital divide” between the haves and the have-nots?

Information science majors learn how to create systems for finding and storing data. Students look at the big picture of information exchange and learn how people interact with, use, and sell information.

“We must be experts in both technical and human-related areas of information. My interests in computers, technology, and psychology also help.” Joseph, junior, informatics, University of Washington

Are You Ready To...?

Complete an internship working in the IT department of a large company, helping software users on the phone, or testing software for people with disabilities
	Become a student member of the American Society for Information Science and Technology
	Read about the latest in computer and information technology (IT)
It Helps To Be...

Curious about human behavior, organized, good with numbers, and a good communicator.

College Checklist

Can you major in information science or is it a concentration within another major?
	Will you be able to take a well-rounded selection of courses in a variety of disciplines, including everything from psychology to programming?
	Will the department help you arrange internships?
	Are computer labs equipped with the latest technology?
Did You Know?

The development of new information retrieval methods, as well as the improvement of existing ones, is currently one of the hottest frontiers in the field of information science.

Course Spotlight

Most information science programs include some sort of capstone experience. As a senior, you may find yourself enrolled in a seminar that provides support while you work independently or with a group on a senior project.

Your project could take many forms. You might, for example, create an information system that helps students find internships. Or you might study the way athletes use a website designed especially for them and measure its effectiveness."
"1700729175-23","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Health Sciences, General","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine/health-sciences-general","We work hard; we play hard. We sit at computers for hours. We run marathons. We eat too much. Americans are living longer, but we need help caring for ourselves when age, disease, or injury catches up with us. If you study health sciences, you’ll learn how you can care for people and educate them about the many aspects of health care. 

Your classes will give you a broad base to build on if you continue your studies in fields such as exercise science or nutrition. Or you may choose an undergraduate specialty such as health information technology or paramedics and go straight into a job after graduation.

This major offers students a general introduction to the health professions or direct training in specific fields of health care. Instruction covers the basic sciences, health research, and clinical procedures.

Did You Know?

Among people aged fifteen to twenty-four, suicide is the third leading cause of death. As a health sciences major, you might explore ways to prevent suicide.

Are You Ready To...?

Volunteer with an organization like Operation Smile over the summer, maybe even overseas
	Join an honorary society like Eta Sigma Gamma (for students of health education)
	Intern at an on- or off-campus health-care facility or public school
	Get hands-on experience in the lab and clinic
	Consider choosing a specialty
	Study a variety of subjects, ranging from drug abuse to rural health
	Use what you learn in science classes to discuss social issues
It Helps To Be...

Motivated, energetic, and interested in helping others. You’ll also need to be a strong communicator who is open to learning new technology.

College Checklist

Does the program focus more on preparing students for further education or for a career?
	Does the program require you to choose a specialty within the allied health professions, or does it offer a general education?
	Does the program prepare you to take certification exams?
	Will you have the opportunity to complete an internship?
Did You Know?

Studying a foreign language can boost your career opportunities.

Course Spotlight

In a class on health promotion, you’ll learn about the importance of health education and communication. You’ll study the risks to public health, from smoking to AIDS, and also learn about public health agencies: How do they get the word out about the dangers of intravenous drug use? How do they make sure that those most at risk from the flu get their shots?

You might also study how health teachers in the schools can promote the health of their students. Don't be surprised if you write lesson plans or plan your own health-promotion campaign."
"1700729178-24","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Environmental Science","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/environmental-science","When coal and oil are burned, they form acids that fall to the earth as rain. Acid rain can do a lot of damage, such as killing off living things in lakes. Scientists figured out, however, that lakes on limestone rock were less affected than others. Why? Limestone weakens acid. So as a short-term solution, scientists added lime to lakes where it doesn't occur naturally.

No single science was enough to come up with this solution -- it took experts in biology, chemistry, geology, and other sciences. If you major in environmental science, you'll learn to use the ideas and methods of a number of biological and physical sciences to tackle some of the world’s most pressing problems.

Students of environmental science learn how the physical and biological processes that shape the natural world interact. They also look at how we affect nature and come up with solutions to environmental problems.

“Environmental science requires a creative and imaginative approach, one that zips together a working knowledge of physics, chemistry, and biology.”David E. Smith, Professor, Department of Environmental Sciences, University of Virginia

Are You Ready To...?

Choose a specialty, such as natural resources management or land-use planning
	Get hands-on experience in an internship
	Complete group projects
	Conduct research in the lab and outdoors
It Helps To Be...

Passionate about the outdoors as well as interested in math, science, and computers. You should be a problem solver who likes looking thoroughly at every aspect of an issue to come up with original solutions. You must be able to make connections between many fields.

College Checklist

What subjects are professors researching?
	Are classes available in the subjects you're most interested in?   
	What opportunities will you have to do research?
	Is the equipment in the lab up-to-date?
	Will the department help you find an internship?
	What graduate programs and jobs have recent grads gone on to?
Did You Know?

For most entry-level research and teaching jobs in this field, you'll have to earn at least a master's degree.

Course Spotlight

Early in your college career, you'll probably take an introduction to environmental science. In this class, you'll learn how the life and physical sciences help us understand environmental issues. Topics covered include biodiversity (the variety of living things in a natural area), water resources, and energy resources. 

You'll probably listen to lectures, do a lot of reading, and be tested on your knowledge through writing assignments and exams. You might also complete group projects, take field trips, and analyze data on a computer."
"1700729180-25","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Environmental Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/environmental-engineering","We humans have a long history of polluting our air, water, and soil. This contamination not only hurts nature, but is dangerous to people. Luckily, environmental engineers are on the job. They use math and science to clean up the messes we've made and prevent new ones from happening. For example, they might figure out how to clean up toxic material that has seeped into the ground at an old gas station or design an effective way to treat wastewater. 

If you choose this major, you’ll study a wide range of subjects. Besides learning the basics of engineering, you’ll also take courses in the life and social sciences so you can understand environmental problems in all their complexity.

Students in environmental engineering learn to design, develop, and evaluate structures, equipment, and systems that protect the environment from the effects of human activity and that improve public health and well-being.

“[Engineering] allows you to think and be creative … We get to solve problems and [tackle] projects that seem impossible at first, but when they are completed, it's so cool.” Cindy, junior, civil and environmental engineering, UC Berkeley

Are You Ready To...?

Complete a senior design project in an area of interest
	Take the Fundamentals of Engineering exam
	Spend hours solving problem sets
	Get real-world experience by completing an internship
	Join a student engineering organization, such as the American Society of Civil Engineers
	Conduct research in the field or the lab
It Helps To Be...

Passionate about the environment. You should enjoy science and math, like solving problems, and have an eye for detail. Someone who is comfortable working as part of a team and who has good speaking and writing skills should do well in this field.

College Checklist

Is the department accredited by the Accreditation Board for Engineering and Technology?
	Does the school have a distinct program in environmental engineering? Or will you choose another major, such as civil engineering, with a concentration in environmental engineering?
	Does the program have certain areas of emphasis, such as water and wastewater engineering, air-pollution control, and solid-waste management?
	Will you get a chance to do research? What types of research facilities are available?
	Does the department have an internship program in place so you can get hands-on work experience?
Did You Know?

Some environmental engineering students, particularly those who participate in internships, graduate after five years instead of four.

Course Spotlight

To round off your studies, you will mostly likely take a senior design course. In this class, you'll learn all about executing a design project, from writing a technical proposal and estimating costs to creating a work schedule and dealing with legal issues.

You'll then use what you've learned to complete an original design project in an area of interest, such as water treatment or solid-waste management. You'll probably work on the project as part of a team, gaining important professional skills as you go."
"1700729182-26","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Engineering, General","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/engineering-general","In order to build the Pantheon, the world’s largest dome for over a thousand years, the Romans carved an oculus, or opening, at the top to lighten the load. Engineers still take on projects like the Pantheon. But they also work on everything from robots small enough to fit into the human body to new ways of breaking the sound barrier.

A general engineering major at the associate’s degree level provides solid preparation for any type of engineering degree at the bachelor’s level. And if you decide to earn a bachelor’s degree in general engineering, you will study many different fields of engineering and business. You could then go on to coordinate teams of engineers, oversee product development from invention to market, or use your engineering know-how in a nonengineering field, such as law or medicine.

Engineering majors learn to use science and math to solve practical problems and help create everything from assembly lines and oil-drilling techniques to spacecraft and smartphones.

Did You Know?

The Brooklyn Bridge was the longest suspension bridge in the world when it was completed in 1883. Today's longest is the Akashi Kaikyo Bridge in Japan, but it won't be long before Italy breaks the record.

Are You Ready To...?

Join a campus chapter of an organization like the American Society of Civil Engineers or the Society of Women Engineers?
	Gather and interpret data as part of an internship
	Learn how to use algorithms (step-by-step procedures) to solve problems
	Give a ten-minute technical presentation
	Work with a team to design and build a project
	Pass challenging math and science classes
It Helps To Be...

Good at math and science and interested in working with people. Most engineering students work on projects in teams.

College Checklist

Is the program accredited by the Accreditation Board for Engineering and Technology?
	If the program leads to an associate’s degree, will it prepare you for transfer to a four-year school? Does the school have transfer agreements with any four-year colleges?
	Will you have the chance to take on a research project?
	Are the labs and other facilities up-to-date and well equipped?
	Does the engineering school sponsor events, such as guest speakers and design competitions?
	Will the engineering school help you find work after graduation?
“Civil engineering -- and engineering in general -- allows you to think and be creative. It gives you answers to why certain things work.” -- Cindy, junior, civil and environmental engineering, UC Berkeley

Course Spotlight

In your first year, you will probably take an introduction to engineering course, which will give you an overview of the field. Your teacher may emphasize the practical and professional side of being an engineer.

You'll learn about the importance of teamwork as well as the ethical questions that engineers confront. You'll also look into environmental concerns and quality control. Your new knowledge will be put to the test with a real-world engineering project, which you'll design on your own or with a team."
"1700729185-27","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Computer Science","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/computer-science","Computer science, coined by George Forsythe, emerged as a discipline in the early 1960s. Today, the field has evolved into an integral part of society.

Social media and video calling applications allow people to connect. Web browsers sift through billions of websites to provide relevant information to our online searches. Streaming subscriptions bring our favorite movies and series to our screens at home. And shopping for groceries and household items is right at our fingertips. 

Charitable organizations use applications to promote their causes on social media and solicit donations from supporters. The same tools are widely available. They level the playing field so businesses and communities can reach their target audience and goals with just a few clicks.

What does a student majoring in Computer Science major study? 

Computer science is the detailed study of everything computer-related: hardware, software, algorithms, data structures, and codes. You’ll learn about Java and C++ (computer programming languages). 

What can I do with a Computer Science degree?

Because computers are integral to every facet of society, you’ll find many career opportunities in fields as diverse as government, hospitals, media, startups, finance, education, and retail. Positions in the industries can include cybersecurity, software developer, and computer systems analyst. Here are some more career options: 

Specializations for a Computer Science Major:

Artificial Intelligence
	Biocomputation
	Computer Graphics
	Computer Network Support Specialists 
	Computer Programmers
	Computer Systems Analyst 
	Cybersecurity
	Game Design 
	Mobile Computing
	Post Secondary Computer Science Teachers 
	Software Engineering
	Web Developers 
What are the requirements for a Computer Science degree? 

If you’re a problem solver, attentive to details, a critical thinker, and a collaborator, you have the skills to pursue a career in computer science. Having an aptitude and interest in math is also crucial. Excelling in your courses and having a confident and strong command of the foundational principles you’ll learn is a big part of earning your degree. Still, practice makes perfect. Your school may provide that through courses that include computer science labs. To solidify your academic record and become a strong contender in this competitive field, consider traveling abroad. It’s a chance to learn how computers impact others globally."
"1700729187-28","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Computer Software Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/computer-software-engineering","If you’re considering a major as a computer software engineer, be prepared for a cutting edge and continuously evolving career. Jobs will advance rapidly and new jobs will be created often to meet ever-changing technological needs. Just think about how much computers and the software they use have evolved over the past four years.

The scientific and mathematical foundation you build in this major will always be fundamental to your work. But like other computer majors, you’ll face a lifetime of learning as you strive to stay on the forefront of innovation.

As a software engineering major, you’ll study the scientific and mathematical basis of computer software. You’ll learn a variety of programming languages and how to design, analyze and maintain software.

Did You Know?

Many students who end up in this major never studied computer programming in high school.

Are You Ready To...?

Take classes in both computer science and computer engineering
	Intern off-campus at a software company
	Learn all aspects of designing, building, and revising large and complex software systems
	Join the campus chapter of the Association for Computing Machinery
It Helps To Be...

Determined, able to think abstractly, and good at solving puzzles. Designing new software is like working with a team to put together a big puzzle. Each person adds a piece and each part depends upon the others.

College Checklist

Does the campus have a sophisticated computer network including appropriate software tools for software engineering students?
	Is the program accredited by the Accreditation Board for Engineering and Technology?
	Is the program offered by an engineering or computer science department?  How will this affect your studies?
	Examine the practical as well as academic experience of faculty. Have they built large software systems?
	What is the senior project or capstone course like?
	Does the department have strong ties to local companies where you can complete internships?
Did You Know?

If you enroll in a software engineering program based in an engineering department, you’ll learn more about the hardware issues that affect software. If your program is in a computer science department, you’ll study more theory and math.

Course Spotlight

You’ll probably get to complete a final project in your senior year. The project usually involves software development in teams.  You and your classmates will put your skills into practice, using all you’ve learned in your courses. 

You may choose your project with an eye toward your future career. At some colleges, outside companies sponsor senior projects, presenting students with real problems that they’re trying to solve."
"1700729189-29","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Chemical Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/chemical-engineering","Through science and math principles, chemical engineers create new products and processes and work to optimize existing ones. You’ll learn how chemistry, physics, biology, and math can be applied to solve problems and enhance human life. From the initial idea all the way through the finished product, chemical engineers merge science, math, and engineering to create products and systems that improve our quality of life. 

Consider the evolution of smartphones─the size, weight, battery life, and other aspects that have improved tremendously because of the insights and innovations of chemical engineers. Chemical engineers have made the following revolutionary contributions to society: 

Antibiotics
	Vaccines
	Potable water
	Sanitation
Worldwide population growth raises questions on how to solve problems facing energy, food, water, and the environment. Chemical engineers are already working on sustainable solutions for the next generation. 

What does a student majoring in Chemical Engineering study? 

Chemistry
	Introduction to Chemical Engineering
	Chemical Engineering Lab
	Analytical Methods
	Thermodynamics
	Transport Processes
	Calculus
	Physics
What can I do with a Chemical Engineering degree?

With a strong foundation in science and math, you’ll find employment in industries focused on alternative and renewable fuel, biotechnology, food and consumer products, pharmaceuticals, textiles, the environment, among other areas. You can consider career options such as the following.

Chemical Engineers
	Chemical Technicians
	Biomedical Engineers
	Environmental Engineering Technicians
	Mechanical Engineering Technicians
Specializations for a Chemical Engineering Major:

Alternative Energies
	Materials Synthesis
	Materials Processing
	Environmental Engineering
	Food Engineering
What are the requirements for a Chemical Engineering degree? 

Your college or university will have minimum grade requirements for chemical engineering courses. This field is competitive. Aim for grades that reflect a solid grasp of science, math, and engineering concepts. Your coursework and undergraduate research will lay the foundation to develop solution-driven products."
"1700729191-30","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Chemistry","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/chemistry","Lightning crackles in the sky as the camera pans over a dark castle. Down in the laboratory, a mad scientist stands among his many vials, test tubes, and beakers, mixing liquids to produce a bubbling, smoking potion.

The popular B movie villain, haphazardly mixing chemicals for evil purposes, is a far cry from the professional chemist. In reality, chemists work in controlled environments, using the scientific method to make valuable contributions in a range of fields, including medicine, biology, psychology, and geology. As a chemistry major, you’ll explore many different topics, from the chemical basis for life to the environmental problems caused by chemicals.

Chemistry majors use math, theory, and experimentation to study matter (physical substance). They look at what it’s made of and how it behaves, down to the atomic level.

“The main challenge to this major is overcoming the idea that it's difficult … I made the realization that the subject is only as hard as I imagine it to be.”Christina, junior, chemistry, UC Davis

Are You Ready To...?

Learn how everyday products such as fabrics and plastics are created
	Write lab reports
	Create chemical reactions in the lab
	Use lab tests to identify unknown compounds
	Take math, physics, and biology as well as chemistry
It Helps To Be...

Curious about what makes up the world around us and why things are the way they are. If you’ve always wanted to know why the sky is blue or how a diamond differs from coal, then chemistry could be the major for you.

College Checklist

Is the program approved by the American Chemical Society?
	Does the program award a B.A., B.S., or both?
	What research opportunities will you have?
	Does the program focus more on preparing students for grad school or employment?
Did You Know?

Many chemists work for pharmaceutical companies, coming up with and testing new drugs.

Course Spotlight

In biochemistry, you’ll look at the chemical basis for life and study organisms at the molecular level. You’ll explore the chemical processes that allow an organism to grow, repair damage, and reproduce. Subjects you may cover include enzymes, which speed up the chemical processes in an organism, as well as DNA, the genetic blueprint for each living thing."
"1700729194-31","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Biomedical Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/biomedical-engineering","Nanotechnology allows chemotherapies to target cancerous cells rather than expose noncancerous cells. A pacemaker is implanted in a patient with a history of irregular heartbeats. An artificial hip joint replacement restores mobility and improves one's quality of life. These devices are a few examples of how biomedical engineers develop solutions in medical care.  

Your studies will prepare you to be solution-driven as you work toward developing new ways to improve human health. You'll also focus on optimizing current devices and machines used in patient care. As you analyze healthcare issues, your work will be instrumental in enhancing the next generation's lives.

What does a student majoring in Biomedical Engineering study? 

Biology
	Biomaterials
	Biomechanics
	Biostatistics
	Calculus
	Chemistry
	Physiology
	Physics
What can I do with a Biomedical Engineering degree?

The skills you'll acquire will prepare you to research, design, and develop devices and equipment to improve human health. Your unique skill set will position you for work in various professional settings such as laboratories, hospitals, doctors' offices, and manufacturing companies. Here’s a sampling of career options:

Biomedical Engineers
	Environmental Engineering Technicians
	Mechanical Engineering Technicians
	Telecommunications Engineering Specialists
	Aerospace Engineers
Specializations for a Biomedical Engineering Major:

Bioinformatics
	Biomechanics
	Biomedical Imaging
	Medical Devices
	Cell and Tissue Engineering
	Neural Engineering
What are the requirements for a Biomedical Engineering degree? 

You must complete general education courses and the foundational engineering and science courses required by your accredited institution. Certain science and engineering courses will also be paired with a laboratory course. Prepare to add internships and research projects to your workload. The Biomedical Engineering Society's student chapter may also be an enriching resource."
"1700729196-32","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Biology","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/biology","What do biologists post on Instagram?

Cell-fies

Besides having an abundance of biology jokes at your disposal, you’ll learn about living organisms and develop skills to apply in various industries. Biology is a fascinating field that will open up many doors. In this field, you can work in the policymaking of  environmental issues, ensure quality control in pharmaceutical and food companies, or evaluate water safety. 

What does a student majoring in Biology study? 

Bios and logos are Greek words meaning life and study, respectively. Together, they aptly express what students will study in this major-all living things. You’ll learn about the structure, growth, function, reproduction, and evolution of living organisms. 

Also, you’ll gain knowledge of how living things affect other organisms and the environment. For a small percentage of people, a bee sting can be life-threatening. But bees play an instrumental role in pollination, which helps maintain the growth of plant life and, in turn, food crops. In your undergraduate years, you’ll encounter a plethora of courses that’ll pique your curiosity and sharpen your critical thinking skills: 

Introduction to Biology
	Introduction to Biology Lab
	Anatomy
	Physiology
	Genetics
	Cellular Biology
	Statistics
	Calculus
What can I do with a Biology degree?

For some, a biology degree starts off their path toward a career as a physician. However, many other careers benefit from the skills of a biologist:

Biological Technicians
	Biomedical Engineers
	Environmental Restoration Planners
	Secondary School Teachers
	Wholesale and Manufacturing Sales Representatives for Technical and Scientific Products
Specializations for a Biology Major:

Behavioral Biology
	Ecology and Conservatism
	Neurobiology
	Marine Biology
What are the requirements for a Biology degree? 

The undergraduate requirements for completing a biology degree vary among accredited academic institutions. But the goal is the same: ensuring graduates are well equipped to excel in their postgraduate pursuits. Some may choose graduate school; others may begin their careers. With the help of a faculty adviser, undergrads will take the required coursework, participate in research, complete an internship, and even study abroad."
